category,subcategory_1,subcategory_2,uuid,name,description,part_number,price,cost,taxable,unit_of_measure,material_markup_enabled
Equipment,Sunpak,"",pbmat_e596de67e1da42f2a415e27595ec83a3,6708620,Mounting kit black - IN120062 SUNPAK MNT KIT BLK,6708620,$134.30,$134.30,true,Each,false
Equipment,Sunpak,"",pbmat_0b94052673044ad0a85fdc2c79b4bae4,6708621,Mounting kit stainless steel  - IN120066 SUNPAK MNT KIT SS,6708621,$297.78,$297.78,true,Each,false
Repair,"","",pbmat_bb8178f0ffa74562a91fbcda8a25de25,62-104058-02,Control board - CONTROL BOARD (IFC),62-104058-02,$183.57,$183.57,true,Each,false
Install,Flue,"",pbmat_8f66efa7fb3548a5b584576570d389d3,196511,"Ipex PVC Access Tee, 2"" Dia",196511,$17.57,$17.57,true,Each,false
Install,Flue,"",pbmat_8c3198575d0b4de085155087983a62f3,196216,"IPEX 2"" PVC FGV Face Plate Assembly - Rectangle System 636",196216,$37.67,$37.67,true,Each,false
Install,Flue,"",pbmat_1736d38162154322be8dc9c584c19987,196022,"IPEX 2"" x 90° PVC Extra Long Elbow H x H System 636",196022,$7.24,$7.24,true,Each,false
Install,Flue,"",pbmat_8cd288b548f847c08c1cad4b4e606e75,196010,"Ipex PVC S636 Extra Long Elbow, 45°, 2""",196010,$6.65,$6.65,true,Each,false
Equipment,Rheem,"",pbmat_9659fc25751c4cdeb780270c437c4b88,PROG40S-38N CN62,"Water heater - Rheem Professional Classic 40 Gallon Atmospheric Gas Water Heater, 38000 Btu",PROG40S-38N CN62,$1054.59,$1054.59,true,Each,false
Equipment,Moovair,"",pbmat_14717cc41bcc4adaaa4e37e8ab95b299,CUB36HAC20CWT7A,CASED COIL 30- 21.0 TXV - M20 CONDENSER 30-36000 BTU,CUB36HAC20CWT7A,$636.12,$636.12,true,Each,false
Install,Cylinders,"",pbmat_898cbbfc783d4be58fedbace2ec02368,R134A136REF,R134A Refrigerant for cooling systems,R134A136REF,$20.81,$20.81,true,per pound,false
Equipment,Mitsubishi,"",pbmat_fd210a56d73b47c59d0dca8f8b10e854,SUZ-KA12NAHZ,"Hyper Heat outdoor unit
AHRI: 204627055 *$4,000 GHG",SUZ-KA12NAHZ,$2505.60,$2505.60,true,Each,false
Repair,"","",pbmat_8c6a3d36ccb043caa281675fbd748c03,Q340A1074,"Thermocouple - Themocouple 24""",Q340A1074,$18.94,$18.94,true,Each,false
Install,Plumbing,Accessories,pbmat_749630a73bd74c7a85a500f18a54968e,M335M2,"Pressure relief valve for boiler - 3/4"" MXF PRESS REL VLV 30#",M335M2,$31.21,$31.21,true,Each,false
Install,Plumbing,Accessories,pbmat_1f4bd15b876f49819d86dabbd80df381,FV4-M1,Air purger for boiler system - FV4-M1 1/8 AUTO FLOAT VENT,FV4-M1,$16.46,$16.46,true,Each,false
Install,Plumbing,Accessories,pbmat_0be08ddc881a40e2b415d2e006dc12f6,V8043G1018/U,Zone valves for boiler - 3/4 ZONE VLV W/ES,V8043G1018/U,$94.26,$94.26,true,Each,false
Install,Plumbing,Accessories,pbmat_612f9d1b075e4bd4ab9c2ab52cff69e6,2130076,"Valve with hose connection for boiler drain - 1/2"" universal sediment faucet",2130076,$8.29,$8.29,true,Each,false
Maintenance,"","",pbmat_dcd062e511d149409a93ba0d9b3a3adf,5933242,MC1+ Rust inhibitor/protections for boiler system,5933242,$49.46,$49.46,true,Each,false
Install,Plumbing,Accessories,pbmat_19950077df9c4be69d75950486169795,V135A1014,Mixing valve for boiler system - 3WAY VLV,V135A1014,$331.87,$331.87,true,Each,false
Install,Plumbing,Accessories,pbmat_bc5a7dc7f7ed4536836ee2b4833476b7,8015219,Variable speed circulator pump - ALPHA CIRC 115V 9H,8015219,$315.61,$315.61,true,Each,false
Install,Plumbing,Copper pipe,pbmat_352ea3b270e24ec69086511c31ba866f,0713002,"Tube 1"" L Hard Copper 12' Length",0713002,$107.16,$107.16,true,Each,false
Install,Plumbing,Solder copper fittings,pbmat_f3a58f49e34b41848b825960b6b2d0a2,111376,"1"" copper tee - 1 C-C WROT TEE",111376,$7.09,$7.09,true,Each,false
Install,Plumbing,Solder copper fittings,pbmat_647a793c53fb4b8e968fa27f0c35fd50,114413,"1"" copper thread to pipe adapter - 1 C-MIP WROT ADPT",114413,$7.68,$7.68,true,Each,false
Install,Plumbing,Solder copper fittings,pbmat_83d0f4f3a4f74172b85ea23a67ad2f60,110094,"3/4 C-C WROT 90 DEG ELL 3/4"" copper elbow",110094,$2.02,$2.02,true,Each,false
Install,Plumbing,Solder copper fittings,pbmat_d1400a14534d4a47a5701c7ba8239638,110774,"1"" copper street elbow - 1 FTG-C WROT 90 DEG ELL",110774,$4.94,$4.94,true,Each,false
Install,Plumbing,Solder copper fittings,pbmat_2129378b84404ed98d24d7ed1f9e37ee,114391,"3/4 C-MIP WROT ADPT 3/4"" copper thread to pipe adapter",114391,$3.32,$3.32,true,Each,false
Repair,"","",pbmat_32405a8473af41efa61138b42f0036e3,FV0511VQ1,Ventilation fan - Panasonic 50/80/110CFM VENT FAN,FV0511VQ1,$155.11,$155.11,true,Each,false
Maintenance,"","",pbmat_2dc7033f6681431bb7f5bc0f33d840b5,4L220,Belt for exhaust fan,4L220,$11.56,$11.56,true,Each,false
Maintenance,"","",pbmat_ca09bb43b6e546a6bf97837c0de29e1f,A40,Belt for make-up air,A40,$15.17,$15.17,true,Each,false
Repair,"","",pbmat_27310731ac0241ab8502031104ee412e,1N16,Replacement heating strips for duct heater - Nichrome heaters,1N16,$160.57,$160.57,true,Each,false
Repair,"","",pbmat_551143228b0f4bb4b0dd15b88b94e6b3,TH1100DV1000,Thermostat - Non-programmable thermostat heat only,TH1100DV1000,$56.10,$56.10,true,Each,false
Repair,"","",pbmat_79a5f6a8399a4a54bdb7abb52a81d377,K970319123031,Outdoor unit Control PCB (AOU36RLAVS)  - Fujitsu Control PCB,K970319123031,$519.78,$519.78,true,Each,false
Repair,"","",pbmat_2083b8fccab84571afa038a782bff45a,K9709681312,Outdoor unit Inverter Power Module PCB  (AOU36RLAVS) -  Fujitsu Inverter (IPM) PCB,K9709681312,$850.38,$850.38,true,Each,false
Repair,"","",pbmat_a3a8f8a9295c4a9d9770ac70dc3a1c36,UTYRNRUZ5,Wall controller for indoor unit  (AOU36RLAVS)  - Fujitsu Wall Controller,UTYRNRUZ5,$429.92,$429.92,true,Each,false
Repair,"","",pbmat_1f387050fe66479188fdf7d8abd5e5d7,K9709035085,Outdoor unit Filter PCB (AOU36RLAVS) - Fujitsu Filter PCB (replaces K9079911037),K9709035085,$1640.89,$1640.89,true,Each,false
Repair,"","",pbmat_e08d12e90eca47ef99d09b7dd9563e43,K9708920009,Fujitsu ACTPM PCB,K9708920009,$224.82,$224.82,true,Each,false
Equipment,Moovair,"",pbmat_d1ea2e2b65d64912b649f60aa898e07f,FM24HIAHUU230X6,"Moovair 24,000 BTU multi-split air handler",FM24HIAHUU230X6,$1116.00,$1116.00,true,Each,false
Repair,"","",pbmat_35d353fe1576412d8f1ea31ce2c2873f,K9709612019,Fujitsu COMMUNICATION PCB HVAB K07DO -1200HSE-CA1,K9709612019,$0.00,$0.00,true,Each,false
Repair,"","",pbmat_e439ce6092864380932a8b05aa21bc2b,571271,"3/4"" Pex water piping - 3/4"" RAUPEX WHT CTS TUBE /FT",571271,$0.92,$0.92,true,per foot,false
Repair,"","",pbmat_6bd87542c8624b6c981bc25469d6b373,576378,"3/4"" pex brass elbow - 3/4 PEX CRIMP 90 DEG BRS LF",576378,$1.62,$1.62,true,Each,false
Repair,"","",pbmat_57d21b04335e4cf6849be74ce4a3ba0d,576411,"3/4"" pex copper compression ring - 3/4 PEX COP CRIMP RING",576411,$0.32,$0.32,true,Each,false
Repair,"","",pbmat_734b6c5b5a1e4000a0079c2dc009f93a,9890005,"3/4"" Sharkbite coupling - MLPFB134 3/4 BRS PF-PF CPLG LF",9890005,$6.45,$6.45,true,Each,false
Repair,"","",pbmat_f97ccbb730bc484babc02c9c3dcbf519,1640,Rust inhibitor for hydronic system -  MC1+ RAPIDE PROTECT/INHIB,1640,$53.26,$53.26,true,Each,false
Repair,"","",pbmat_7bfcfaa0ca194965ba8fa0b8ca22c85e,5738035,Hydronic baseboard heater - 2' WHITE BASEBOARD 30AWI,5738035,$43.51,$43.51,true,Each,false
Repair,"","",pbmat_d5a13514b24b4e058f20a6dc962ddad2,5738055,Hydronic baseboard heater - 6' WHITE BASEBOARD 30AWI,5738055,$130.52,$130.52,true,Each,false
Repair,"","",pbmat_5f39f088723d4ba4b6a4c4304c8468ef,5525896,"4"" B-vent elbow - 4x90 EV B-VENT DW ELL",5525896,$48.27,$48.27,true,Each,false
Repair,"","",pbmat_e3d1439bd72a4924a2c4963f3f388e3c,5525918,"4"" B-vent support plate - 4 EV B-VENT SUPP PLT",5525918,$14.58,$14.58,true,Each,false
Repair,"","",pbmat_f39a06df34844a028f1b9ffac5a77886,5520223,"4"" B-vent support ring - 4 EV B-VENT SUPP RING",5520223,$7.13,$7.13,true,Each,false
Equipment,Rheem,"",pbmat_9b7dca2f808a4c0cb67692066ad5a026,CPROPH50 T2 RH375-SO,Heat pump water heater - CPROPH50 T2 RH375-SO - 42IMPG ProTerra Hybrid Electric 240V/4500W Water Heater,CPROPH50 T2 RH375-SO,$3034.69,$3034.69,true,Each,false
Equipment,Rheem,"",pbmat_81999282a42a4517954bc24f93820871,CPROPH65 T2 RH375-SO,Heat pump water heater - CPROPH65 T2 RH375-SO - 54IMPG ProTerra Hybrid Electric 240V/4500W Water Heater,CPROPH65 T2 RH375-SO,$3319.35,$3319.35,true,Each,false
Install,Plumbing,Accessories,pbmat_5508e8d46b6b4b02adde71d8cde6bb2a,3109530,"Water tank pan - 26"" RND PAN 2""H C/W SIDE STUB",3109530,$37.70,$37.70,true,Each,false
Equipment,A.O. Smith,"",pbmat_d5af3691048544e4ad535cd6f25d2544,HPTU-50N,Heat pump water heater -  42IMPG Hybrid 208V/4500W Water Heater,HPTU-50N,$2665.12,$2665.12,true,Each,false
Equipment,Moovair,"",pbmat_ad8a49d593004c56adb63a8d55663413,CUB36HAC20BWT7A,CASED COIL 30- 17.5 TXV - M20 CONDENSER 30-36000 BTU,CUB36HAC20BWT7A,$592.78,$592.78,true,Each,false
Repair,"","",pbmat_a9f87ef23bf84f01a63b36eef5ae05e7,6798309 - RSH-50 SURGE PROTECTOR,Surge protector,RSH-50 (Emco 6798309),$85.50,$85.50,true,Each,false
Repair,"","",pbmat_30b3954475ed4ce4b61223545d5ad967,NC1W,Acidic condensate neutralizer - NC1W COND NEUT KIT,NC1W,$81.41,$81.41,true,Each,false
Repair,"","",pbmat_bac1c863871d4fcc8bcfcbffb925bc3a,8825179,"Unistrut 3/8"" spring nuts - 3/8 EI T929 STRUT NUTS W/SPRNG",8825179,$1.16,$1.16,true,Each,false
Repair,"","",pbmat_cebff7bbd7294c7dbb408a9058efc877,8828160,Rubber support block - C10 RBR SPPT W/7/8 GALV CHNL,8828160,$21.50,$21.50,true,Each,false
Repair,"","",pbmat_80362cae396c49d489d3202e5e807390,6662587,Metal plug for venting - 6 GALV SPUN PLUG/TEE CAP,6662587,$9.20,$9.20,true,Each,false
Repair,"","",pbmat_5bb0516aa7b146c0bc5c0ac9614df52a,4050-11-CAL,"Leak stop & UV dye - NU-CAL EASYSEAL ULTIMATE LS/UV, 2 TO 7.5 TONS",4050-11-CAL,$128.23,$128.23,true,Each,false
Equipment,Fujitsu,"",pbmat_cc267b09a3c84ae28961d6ac8b130941,AOUG09LZAH1,"Airstage H-Series XLTH outdoor unit 9,000 BTUH

Brand: Fujitsu
Outdoor model number: AOUG09LZAH1
Indoor model number(s): ASUG09LZBS
Heat Pump AHRI number: 210191037
Tonnage: 1
HSPF2: 13.30
SEER2: 33.10",AOUG09LZAH1,$1439.52,$1439.52,true,Each,false
Equipment,Fujitsu,"",pbmat_e9fddd60fc53420c846765baacb401cc,ASUG09LZBS,"Airstage high wall indoor unit 9,000 btu",ASUG09LZBS,$754.56,$754.56,true,Each,false
Repair,"","",pbmat_f4dcb14f3b4b4ef293463ce64406b150,VST44,"Swivel tee for refrigeration sensor - JB 1/4"" SAE Female Swivel Tee with Depressor with Nut ",VST44,$8.99,$8.99,true,Each,false
Repair,"","",pbmat_c33ad3e94d1541bc87c4e34d57fa7ee9,ACB-2UA49W,"Fan cycle switch (R22, R407C) - Saginomiya Pressure Switch Fan Cycling Open 190 Close 265 1/4"" Flare",ACB-2UA49W,$24.29,$24.29,true,Each,false
Repair,"","",pbmat_6231e15ac42f43b88409399fd3de39aa,KT-45-ZGA,TX valve power element - Sporlan Size 45 GA Charge R410A Power Element with 5' Capillary,KT-45-ZGA,$205.98,$205.98,true,Each,false
Repair,"","",pbmat_8330603d6625404297697b0162af3465,AZ20113REF,AZ20113REF - R410A Refrigerant,AZ20113REF,$20.24,$20.24,true,per pound,false
Repair,"","",pbmat_1c3457c77b594d7689ffcf44f8a8927d,TP-90293,Relay - 24V Relay SPDT,TP-90293,$13.38,$13.38,true,Each,false
Repair,"","",pbmat_5ee76bea629543a1baec7d253eda474a,R95,2 PSIG Gas Regulator - R95 3/4 2# 7-11 WC REG NG,R95,$80.80,$80.80,true,Each,false
Repair,"","",pbmat_944de00bd37e47dca194518f06bef990,2382293,Dielectric gas union - 3/4 FIP-C IMP DIELEC UNION LF,2382293,$6.11,$6.11,true,Each,false
Repair,"","",pbmat_2f18361ee2b54cd9b4ac7672e3c192d1,X00589807,"3/4"" x 50' underground gas pipe with two risers and tracing wire  - CGL-0750 3/4X50 PGL 1 ON 1 OFF WITH TW",X00589807,$403.58,$403.58,true,Each,false
Install,Drainage,Condensate pumps,pbmat_30ca8f0bf2874928ae6c49fbc755fd2f,CP22,CONDENSATE PUMP 120VW/SWITCH 22',CP22,$70.03,$70.03,true,Each,false
Repair,"","",pbmat_f906b9cd5f9d4081ba95250754b86f0d,687472446248,TX Valve - TX valve 3 TON R410A,687472446248,$365.22,$365.22,true,Each,false
Repair,"","",pbmat_9dc43ea292844318aeb6f5f6579497ce,687472164272,Filter-drier,687472164272,$93.54,$93.54,true,Each,false
Repair,"","",pbmat_1a0a01201e114cb497eb103afad72b48,687472180937,Sight glass,687472180937,$53.59,$53.59,true,Each,false
Repair,"","",pbmat_785c5e75e4624caf86b6c6e42a90bc89,ACB2UA627W,"Fan cycle switch (R22, R407C) - Fan cycle switch cut in 400psi cut out 300psi",ACB2UA627W,$25.99,$25.99,true,Each,false
Repair,"","",pbmat_103205515293485b8686834f52c61571,777980014883,Relay - Relay with 240V coil,777980014883,$16.60,$16.60,true,Each,false
Install,Miscellaneous,"",pbmat_269dd821fe4d4ba6941a34c2192094e7,1000181137,Pink Batt Insulation (16 Pieces) - Owens Corning R-20 PINK NEXT GEN FIBERGLAS Insulation 15-inch x 47-inch x 6-inch,1000181137,$130.52,$130.52,true,Per Bag,false
Install,Miscellaneous,"",pbmat_26e73b50b8634d5e84cf43e7cc7883a3,XXXXXX,Flexible underbelly liner for manufactured home https://www.amazon.ca/Mobile-Flex-Bottom-Board-Material/dp/B07HJHDYLN,,$224.70,$224.70,true,Each,false
Equipment,Fujitsu,"",pbmat_d6f1c7d75f944b2ab1a2dc18f8faf962,AOUH24LUAS1,"Airstage H-Series mini split outdoor unit 24,000 BTU

Brand: Fujitsu
Outdoor model number: AOUH24LUAS1
Indoor model number(s): AMUG24LMAS
Heat Pump AHRI number: 211078835
Tonnage: 2
HSPF2: 10.00
SEER2: 18.80",AOUH24LUAS1,$2883.84,$2883.84,true,Each,false
Repair,"","",pbmat_694f225b3d104052a34fc51b61eab560,260271,"1"" Flexible gas piping - GasTite 1"" S93 Series S93-16A4-300 Corrugated 304 Stainless",260271,$10.42,$10.42,true,per foot,false
Repair,"","",pbmat_47eaaa523d2c42d7862c8208988ae57d,260302,Gastite connector - TiteFlex GasTite XR3FTG Series XR3FTG-16-12 1 CA360 Brass Straight,260302,$54.11,$54.11,true,Each,false
Repair,"","",pbmat_721dea5b650242419b05af6aee7d4526,324012,"1"" Gas Ball Valve - M A Stewart Kitz 58 SER 05400288 1 Forged BRS COMM 2PC FP Ball Valve LVR HDL FIP 600PSI F/Water Oil Gas W/PTFE Seat",324012,$27.98,$27.98,true,Each,false
Repair,"","",pbmat_d46cafb1b87d452c8ac2298f634b49f1,XXXXXX,Control board - *Warranty - No Charge* Tosot V21 Replacement Control Board,,$0.00,$0.00,true,Each,false
Repair,"","",pbmat_bcff72c7e1c94729a6d96e03627ec5eb,3785,Blower fan motor - 1/3 HP Torsion Flex Fan Motor,3785,$230.41,$230.41,true,Each,false
Repair,"","",pbmat_0b2b3e2e3c834971a70493683538157e,RC7-370,Capacitor - Motor capacitor 7 mFD,RC7-370,$19.24,$19.24,true,Each,false
Repair,"","",pbmat_c857130a6dc144518fc9ec31b0510b91,61730,Contactor - Contactor 40A 1 pole 1 shunt 24v coil,61730,$30.81,$30.81,true,Each,false
Repair,"","",pbmat_0164bfe3b90645a29af22403e10fb81a,10-370/440V,Capacitor,10-370/440V,$11.74,$11.74,true,Each,false
Equipment,Fujitsu,"",pbmat_ecb6d14cda2e443a8c04fec333308f52,AOU12RLFF,"Outdoor Heat Pump Condensing unit 12,000 btu",AOU12RLFF,$1476.96,$1476.96,true,Each,false
Equipment,Fujitsu,"",pbmat_4b726caffc2e489794cbbecbcbdfba9d,AGU12RLF,"Fujitsu floor console indoor unit 12,000 btu",AGU12RLF,$1268.16,$1268.16,true,Each,false
Equipment,Fujitsu,"",pbmat_9ea8565e0a6f4fd5843d4e3d01553232,ASUH24LPAS,"Airstage high wall indoor unit 24,000 btu",ASUH24LPAS,$1313.28,$1313.28,true,Each,false
Equipment,Fujitsu,"",pbmat_e3cce0eaa4e746d4966dba304456c2b5,AGU9RLF,"Fujitsu floor console indoor unit 9,000 btu",AGU9RLF,$1162.56,$1162.56,true,Each,false
Equipment,Fujitsu,"",pbmat_8b0331c33318443ca8e14b156a6ec543,ASUH18LPAS,"Fujitsu high wall indoor unit 18,000 btu",ASUH18LPAS,$1182.24,$1182.24,true,Each,false
Install,Mounting,"",pbmat_691dc3ba92464b8ca153e46f6f071658,HPR62P,"6"" heat pump riser",HPR62P,$10.99,$10.99,true,Each,false
Install,Mounting,"",pbmat_d2e90c9dc9c9472b8963ee1a8fa06ca5,UC36363,Equipment pad - ULTRALITE PAD 36X 36X 3,UC36363,$127.80,$127.80,true,Each,false
Equipment,Bradford White,"",pbmat_ec3bc5c65b4d4c7c8b5522170b9e4c43,RE250S6-1NCPP,Bradford White 50USG Electric Water Heater - RE250S6-1NCPP,RE250S6-1NCPP,$675.79,$675.79,true,Each,false
Install,Mounting,"",pbmat_b92e09809a604cb08b2d0474c07f04c0,87733,Rectorseal® - Wall Condenser Bracket - 300 lb. Capacity with Powdercoat,87733,$139.74,$139.74,true,Each,false
Equipment,Moovair,"",pbmat_c65e5e42477b4437a66c64ee9d027d70,DMA12HOS21115S1,MOOVAIR OUTDOOR UNIT H/P 12000 BTU 21S 115V,DMA12HOS21115S1,$801.50,$801.50,true,Each,false
Equipment,Moovair,"",pbmat_5ed4ba6500814728a3ec934788bf0a94,DMA12HIW21115S1,MOOVAIR WALLMOUNT INDOOR UNIT H/P 12000 BTU 21S 115V,DMA12HIW21115S1,$262.00,$262.00,true,Each,false
Equipment,Fujitsu,"",pbmat_9b63e924ffc54e7884a2e8f6cd4b846d,AOUH30LUAS1,"Airstage H-Series mini split outdoor unit 30,000 BTU

Brand: Fujitsu
Outdoor model number: AOUH30LUAS1
Indoor model number(s): AMUG30LMAS
Heat Pump AHRI number: 211078838
Tonnage: 2.5
HSPF2: 9.50
SEER2: 18.50",AOUH30LUAS1,$3480.96,$3480.96,true,Each,false
Repair,"","",pbmat_446043f2f7a9453d92066ac92a387596,0202A00233S,Evaporator Coil - COIL TUBING ASSY,0202A00233S,$2206.34,$2206.34,true,Each,false
Maintenance,"","",pbmat_bac2be1274d24ecb8f2bdb247cc3b5e5,A39,Belt,A39,$18.75,$18.75,true,Each,false
Repair,"","",pbmat_10189ce37bb94e1e93c0197498f48575,CAP44200F,Capacitor - CAP. RUN 20/440V,CAP44200F,$13.36,$13.36,true,Each,false
Install,Mounting,"",pbmat_b4f6050d061d4b54a76ce0e15aae8daf,UC24303,Equipment Pad - ULTRALITE PAD 24 X 30 X 3,UC24303,$73.78,$73.78,true,Each,false
Install,Drainage,Condensate neutralizer,pbmat_272a52adfb1d4406acbe5b1f079c3e7d,NC1W,Condensate neutralizer - NEUTRAPAL VERTICAL WALLMOUNT,NC1W,$80.72,$80.72,true,Each,false
Equipment,Daikin,"",pbmat_6288cd56e40e4394bc4edef2e3a0f067,4MXL36WVJU9,"Brand: Daikin
Outdoor model number: 4MXL36WVJU*
Indoor units: Non-ducted
Heat Pump AHRI number: 210722666
Tonnage: 3
HSPF2: 9.00
SEER2: 20.00",4MXL36WVJU9,$4909.05,$4909.05,true,Each,false
Equipment,Daikin,"",pbmat_a273b9bb4f3f4716aa01cd9ddb47d432,FTXR18WVJUW9,"Daikin 18,000 EMURA Wall Mount Heat Pump White",FTXR18WVJUW9,$1105.96,$1105.96,true,Each,false
Equipment,Daikin,"",pbmat_8c0846fef8bb41f1b0b4ccf88ffbe21d,FTXR12WVJUW9,"Daikin 12,000 EMURA Wall Mount Heat Pump White",FTXR12WVJUW9,$873.02,$873.02,true,Each,false
Equipment,Daikin,"",pbmat_981c22db76a347b697e0bb8ab9f14407,FTXR09WVJUW9,"Daikin 9,000 EMURA Wall Mount Heat Pump White",FTXR09WVJUW9,$756.33,$756.33,true,Each,false
Equipment,Daikin,"",pbmat_277fbb6be33c477fb0980eb6bdb07dfa,FTXS12WVJU9,"Daikin 12,000 LV Wall Mount Heat Pump White",FTXS12WVJU9,$616.04,$616.04,true,Each,false
Equipment,Daikin,"",pbmat_afa95ea5821e49598d9e7e34f0b260f3,FTXS12WVJU9,"Daikin 9,000 LV Wall Mount Heat Pump White",FTXS12WVJU9,$602.32,$602.32,true,Each,false
Equipment,Daikin,"",pbmat_be33acbdf3c545828027811698613870,FTXS15WVJU9,"Daikin 15,000 LV Wall Mount Heat Pump White",FTXS15WVJU9,$689.40,$689.40,true,Each,false
Equipment,Daikin,"",pbmat_2f2cd69f167b49ad8f395d57ba6ab0f4,CTXS07WVJU9,"Daikin 7,000 Wall Mount Heat Pump White",CTXS07WVJU9,$532.82,$532.82,true,Each,false
Install,Controls,Thermostats,pbmat_9cc590f1387841a9b4fd6252edd0e5dc,88006654,INVITA WIFI T564 THERMOSTAT WITH INTERFACE WHITE FRAME,88006654,$344.27,$344.27,true,Each,false
Install,Controls,Thermostats,pbmat_2fbed19da1b7443d8ec216c28c3bd660,T070,"Outdoor sensor - TEKMAR OUTDOOR SENSOR, -60/140°F, 10KOHM",T070,$52.28,$52.28,true,Each,false
Install,Mounting,"",pbmat_567aff7a1d9a4b2da90803fb85345091,UC32323,Equipment pad - ULTRALITE PAD 32 X 32 X 3,UC32323,$99.56,$99.56,true,Each,false
Equipment,VanEE,"",pbmat_c13185c3945348fa8e570afb20f866c9,40250,HRV wall controller - WALL CONTROL V98 BRONZESERIE,40250,$68.13,$68.13,true,Each,false
Equipment,VanEE,"",pbmat_af214cca651c43e7aa33e5cb45f3f0a9,44600,Heat recover ventilator - VanEE HRV AIR EXCHANGER 50H VERTICAL DISCH.,44600,$991.48,$991.48,true,Each,false
Equipment,VanEE,"",pbmat_170b7df2809341caba6fc78cb1cc7066,19255,Wall mount kit - VanEE WALL MOUNT BRACKET KIT,19255,$36.07,$36.07,true,Each,false
Repair,"","",pbmat_e3c476172de54a8a96d0d350c5f4dc5f,OA109AP-11-1TB,Fireplace fans - 120MM 120 VAC Axial Fan,OA109AP-11-1TB,$46.08,$46.08,true,Each,false
Repair,"","",pbmat_73d9e2f7b6f54f0386dd343aa94e5e2c,FP1903,Fireplace fan wiring kit,FP1903,$160.75,$160.75,true,Each,false
Repair,"","",pbmat_497e9f4e0e0044b081086cab94e76fc3,C45-24,"Fan power cord - Fan Cord, 45deg Plug, Blunt Cut End, 2 Cond SPT-1 Cbl, 24"", 18 AWG",C45-24,$4.01,$4.01,true,Each,false
Equipment,Delta,"",pbmat_4d78718b86e0462ca5a60d00598aee78,SIG80110H,"Exhaust fan with humidity sensor - Delta-Breez 80/110 CFM, 0.3 sone, humidity sensor, prinicial ventilation",SIG80110H,$238.02,$238.02,true,Each,false
Repair,"","",pbmat_690e8701f9a5426ab6505fd23dd25477,Gas log set,,,$275.00,$275.00,true,Each,false
Repair,"","",pbmat_6a2d2e80da0448e2a9cc658c02c15482,TH1100DV1000,Honeywell - NON PROGRAMMABLE DIGITAL THERMOSTAT HEAT ONLY PRO 1000 mV,TH1100DV1000,$61.55,$61.55,true,Each,false
Equipment,Mitsubishi,"",pbmat_5c81e1026d53470b8648b471e0917fc7,PAA-A30BA,"P-Series intelli-HEAT 2.5 ton Cased Coil 17.5""",PAA-A30BA,$1971.37,$1971.37,true,Each,false
Repair,"","",pbmat_8bc46f7b873843318a4bc040962398cd,EAC1P24B-ALD,Air conditioning evaporator coil,EAC1P24B-ALD,$607.32,$607.32,true,Each,false
Equipment,Mitsubishi,"",pbmat_2395f197c7c84fb0914d48f37e341063,SVZ-KP30NA,Multi-positional ducted indoor unit,SVZ-KP30NA,$2401.60,$2401.60,true,Each,false
Equipment,Mitsubishi,"",pbmat_7fd93ebc342e4cc39dae076ff9537528,SUZ-KA18NAHZ,"Hyper Heat Outdoor Unit

Brand: Mitsubishi
Outdoor model number: SUZ-KA30NAHZ
Indoor model number(s): SVZ-KP30NA
Heat Pump AHRI number: 211273652
Tonnage: 2.5
HSPF2: 8.50
SEER2: 15.20",SUZ-KA18NAHZ,$6956.00,$6956.00,true,Each,false
Equipment,Mitsubishi,"",pbmat_fb57dd1c497a48219f8b23c9a4652566,PAA-A36BA,"P-Series intelli-HEAT Cased Coil

Brand: Mitsubishi
Outdoor: PUZ-HA36NKA*
Indoor: PAA-A36BA1
SEER2: 15.3
HSPF2: 9.5
AHRI: 209484153",PAA-A36BA,$2171.67,$2171.67,true,Each,false
Equipment,Mitsubishi,"",pbmat_a63ef21ef71e458b974f29d3f801a4de,DFK-M,Downflow conversion kit,DFK-M,$288.00,$288.00,true,Each,false
Equipment,Fujitsu,"",pbmat_07c865a1468e4078800765ca7e095012,AOU36RLAVM4,"Airstage J-Series VRF outdoor 36,000 btu
Brand: Fujitsu
Outdoor model number: 
Indoor model number(s): 
Heat Pump AHRI number: 
Tonnage: 3
HSPF2: 
SEER2: ",AOU36RLAVM4,$5509.50,$5509.50,true,Each,false
Equipment,Fujitsu,"",pbmat_ee94b38978044f2db51dfc3972e41051,ARUX30TLAV2,"Airstage J-series VRF air handler 30,000 btu",ARUX30TLAV2,$3098.00,$3098.00,true,Each,false
Equipment,Fujitsu,"",pbmat_ed5cafc410d14ba681147289145d0818,K00500LW,Fujitsu communication cable for VRF systems,K00500LW,$0.78,$0.78,true,per foot,false
Equipment,Fujitsu,"",pbmat_ed35ea80f8ce4505b0d7c48f6ef43f8f,UTPAX090A,Fujitsu VRF SEPARATIONTUBE -90000 BTU,UTPAX090A,$170.02,$170.02,true,Each,false
Equipment,Moovair,"",pbmat_d9bbe36e83514908916058a982801436,DMA18HOS21230S1,"Moovair -20C mini-split

Brand: Moovair
Outdoor model number: DMA18HOS21230S1
Indoor model number(s): DMA18HIW21230S1
Heat Pump AHRI number: 207742486
Tonnage: 1.5
HSPF2: 8.70
SEER2: 19.00
",DMA18HOS21230S1,$954.00,$954.00,true,Each,false
