category,subcategory_1,subcategory_2,uuid,name,description,part_number,price,cost,taxable,unit_of_measure,material_markup_enabled
Equipment,Moovair,"",pbmat_54b30438e23a4cecb6ad6cc7ead24d8b,DMA18HIW21230S1,MOOVAIR WALLMOUNT INDOOR UNIT H/P 18000 BTU 21SEER,DMA18HIW21230S1,$333.00,$333.00,true,Each,false
Equipment,Moovair,"",pbmat_a83fe90e695a45e0b5706cda3f6d916a,DMA18HOS21230S1,"Moovair -30C mini-split

Brand: Moovair
Outdoor model number: DMA18HOS28230E8
Indoor model number(s): DMA18HIW25230E8
Heat Pump AHRI number: 207742497
Tonnage: 1.5
HSPF2: 11.30
SEER2: 21.50
",DMA18HOS21230S1,$1630.35,$1630.35,true,Each,false
Equipment,Moovair,"",pbmat_edebbe7022c84a20a79d745c789accc7,DMA18HIW21230S1,MOOVAIR WALLMOUNT INDOOR UNIT H/P 18000 BTU 25 SEER* 230V,DMA18HIW21230S1,$555.75,$555.75,true,Each,false
Equipment,Fujitsu,"",pbmat_72e53a5548f44a968eaa7acb27277049,UTY-XWZXZG,Board connector for external contacts,UTY-XWZXZG,$21.98,$21.98,true,Each,false
Equipment,Fujitsu,"",pbmat_34eeff91080e4b37806ae29e3ce51ca7,AOUH12LUAS1,"12,000 BTU Single Zone Mid Static Duct System

Brand: Fujitsu
Outdoor model number: AOUH12LUAS1
Indoor model number(s): ARUH12LUAS
Heat Pump AHRI number: 207334301
Tonnage: 1
HSPF2: 10.50
SEER2: 19.10",AOUH12LUAS1,$1464.48,$1464.48,true,Each,false
Equipment,Fujitsu,"",pbmat_f2715fc205a84762baa4c2c822feca59,ARUH12LUAS,"Fujitsu 12,000 BTU Single Zone Mid Static Duct System",ARUH12LUAS,$1535.04,$1535.04,true,Each,false
Install,Mounting,"",pbmat_83b32076b3904350b8169dfd949f8839,399910004,"THREADED ROD 3/8"" X 10' Z",399910004,$7.33,$7.33,true,Each,false
Equipment,VanEE,"",pbmat_425b8b938fb44c0ab57d4f664a0fc63f,V230H75RS,HRV - AIR EXCHANGER AI2 SERIES HRV230CFM SIDE PORTS,V230H75RS,$1957.78,$1957.78,true,Each,false
Equipment,VanEE,"",pbmat_cd2e28e96e3249c2b7d132d10900221a,V180H75RT,HRV - AIR EXCHANGER AI2 SERIES HRV180CFM TOP PORTS,V180H75RT,$1672.13,$1672.13,true,Each,false
Repair,"","",pbmat_7dd8ca74d1bd475497398fd3f9b3e67b,11002015A00236,Fan motor - Carrier 40MAHBQ fan motor,11002015A00236,$83.32,$83.32,true,Each,false
Repair,"","",pbmat_5fe2a6b25b6a454bae39897bfb09ecb5,12622000A00001,Carrier 40MAHBQ motor bearing,12622000A00001,$2.10,$2.10,true,Each,false
Equipment,Fujitsu,"",pbmat_b87616bc863a4a59a2946486afab5093,UTYRSRY,Fujitsu non-programmable simple controller,UTYRSRY,$185.50,$185.50,true,Each,false
Equipment,Fujitsu,"",pbmat_30cb29aa3ebc4232b74f1559e1908a0a,ADUH18LUAS1,"Fujitsu slim duct indoor unit 18,000 btu",ADUH18LUAS1,$1560.96,$1560.96,true,Each,false
Equipment,Mitsubishi,"",pbmat_4224cce50d2a4f289bc1fc00cdda68a1,PUMY-HP48NKMU2,"Multi-split H2i (Ducted)

Brand: Mitsubishi
Outdoor model number: PUMY-HP48NKMU2
Indoor model number(s): See materials
Heat Pump AHRI number: 211016655
Tonnage: 4
HSPF2: 9.50
SEER2: 16.00",PUMY-HP48NKMU2,$8987.20,$8987.20,true,Each,false
Equipment,Mitsubishi,"",pbmat_eadc4993db50424cbdb684aa65ceb594,PEAD-A09AA,Ducted indoor heat pump unit,PEAD-A09AA,$2049.60,$2049.60,true,Each,false
Equipment,Mitsubishi,"",pbmat_073d1b7c594643b49a7a9a59ef2bea4d,PEAD-A18AA,Ducted indoor heat pump unit,PEAD-A18AA,$2350.40,$2350.40,true,Each,false
Install,Controls,Thermostats,pbmat_055dce10d99245668527ffd72b9180a6,YTHM1004R3001,"T10+ Pro Smart kit with EIM, Wireless Indoor Sensor, Return & supply sensors",YTHM1004R3001,$428.43,$428.43,true,Each,false
Repair,"","",pbmat_0f3fcf948d6d43ce82ee1b4ef1e3bcd2,2PAMS-WIRE-CON,Wall controller,2PAMS-WIRE-CON,$104.75,$104.75,true,Each,false
Equipment,Moovair,"",pbmat_a6cb4765aea647b28068ae6f98d80bd1,DMA60HOS20230E7,"Moovair Central-Moov 5 Ton (Ducted)

Brand: Moovair
Outdoor model number: DMA60HOS20230E7
Indoor model number(s): FMA60HIAHUU230X7
Heat Pump AHRI number: 210295923
Tonnage: 5
HSPF2: 9.40
SEER2: 15.30",DMA60HOS20230E7,$3459.60,$3459.60,true,Each,false
Install,Refrigerant piping,Copper tubing,pbmat_1e1758f8d3244f819775dc89b18b63bc,EZB7850,"Refrigerant tubing 7/8"" x 50' EZB black coated lineset",EZB7850,$600.05,$600.05,true,Each,false
Install,Ductwork,Misc fittings,pbmat_06c0fea204af4becac116f4cc51e1e60,9020168,"Insulation 1"" x 48"" x 50' F/Duct Wrap W/Foil Scrim Kraft",9020168,$192.60,$192.60,true,Each,false
Equipment,Coleman,"",pbmat_f7153f9b8747410dabb7793dc2319097,TM9Y080B12MP11,ECM FURNACE X-13 2ST. 1200CFM 96% EFFICIENCY MOTOR 80000 BTU,TM9Y080B12MP11,$2413.11,$2413.11,true,Each,false
Equipment,Coleman,"",pbmat_dc08d449883e4c2c9dd17b3d0d9fd235,XAFB36DBCN1,UP/DN CASED 17.5W 3R20H TXV,XAFB36DBCN1,$948.87,$948.87,true,Each,false
Equipment,Coleman,"",pbmat_bc695b95bfaf4a48af097b71b638e151,HMH72B361S,"Condensing Unit Heat Pump, 3 Ton, 17 SEER, R-410A",HMH72B361S,$1849.00,$1849.00,true,Each,false
Repair,"","",pbmat_e881f29cce064d92a089aa032e94a6f6,K9312112142,ASUATLAV Drain pan,K9312112142,$0.00,$0.00,true,Each,false
Equipment,Coleman,"",pbmat_0ad1e0dd3fc640d096d4283654ae537a,HMH7AK001,INSTALL KIT HMH7 (X 13) MODEL SERIES,HMH7AK001,$118.18,$118.18,true,Each,false
Equipment,Samsung,"",pbmat_7a2ce4f8367b4d14976e07723fc4fa9b,*DISCONTINUED* AJ020CXS3CH/AA,"Max Heat FJM 20,000 BTU 3P
Brand: Samsung
Outdoor model number: AJ020CXS3CH
Indoor model number(s): Non-Ducted Indoor Units
Heat Pump AHRI number:         213353367
Tonnage: 1.67
HSPF2: 10.50
SEER2: 23.00",AJ020CXS3CH/AA,$2701.85,$2701.85,true,Each,false
Equipment,Samsung,"",pbmat_ce2774a8a1064531acb8a68a97a9f314,*DISCONTINUED* AJ024CXS4CH/AA,"Max Heat FJM 24,000 BTU 4P
Brand: Samsung
Outdoor model number: AJ024CXS4CH
Indoor model number(s): Non-Ducted Indoor Units
Heat Pump AHRI number:         213353368
Tonnage: 2
HSPF2: 10.40
SEER2: 23.00",AJ024CXS4CH/AA,$3112.56,$3112.56,true,Each,false
Equipment,Samsung,"",pbmat_dcc000d38c2d448d84c80c0980ef462f,AJ030TXS4CH/AA,"Brand: Samsung
Outdoor model number: AJ030TXS4CH
Indoor model number(s): Non-Ducted Indoor Units
Heat Pump AHRI number: 205291858
HSPF: 11.00
SEER: 19.00",AJ030TXS4CH/AA,$3728.21,$3728.21,true,Each,false
Equipment,Samsung,"",pbmat_df89cd6741a047d9ba15607290d3f51b,*DISCONTINUED* AJ030BXS4CH/AA,"Max Heat FJM 34,000 BTU 4P
Brand: Samsung
Outdoor model number: AJ036BXS4CH
Indoor model number(s): Non-Ducted Indoor Units
Heat Pump AHRI number: 207349920
Tonnage: 3
HSPF2: 9.30
SEER2: 21.50",AJ030BXS4CH/AA,$3000.88,$3000.88,true,Each,false
Equipment,Samsung,"",pbmat_cba8f52677d9403c98ab2c7a4280cc2c,AR07CSFCMWKNCV,"Samsung 7,000 BTU/Hr WindFree 3.0e Wall Mounted",AR07CSFCMWKNCV,$506.41,$506.41,true,Each,false
Equipment,Samsung,"",pbmat_5feb22ab0ab540b6b1a9eba11b424ae4,AR09CSFCMWKNCV,"Samsung 9,000 BTU/Hr WindFree 3.0e Indoor",AR09CSFCMWKNCV,$515.76,$515.76,true,Each,false
Equipment,Samsung,"",pbmat_22923bffda3441b98db53eab594fad37,AR12CSFCMWKNCV,"Samsung 12,000 BTU/Hr WindFree 3.0e Indoor",AR12CSFCMWKNCV,$537.56,$537.56,true,Each,false
Repair,"","",pbmat_1b79790612c94c4dafb6a41cec5ba84e,16x25x1 pleated filter,Filter,,$15.00,$0.00,true,Each,false
Equipment,Coleman,"",pbmat_a44195d1e21e4796aadfeba523fcbedb,Z9ES040A10SMPS1,Standard ECM 96% AFUE 40000 BTU 1000 CFM Gas Furnace,Z9ES040A10SMPS1,$1925.53,$1925.53,true,Each,false
Equipment,Coleman,"",pbmat_aede2f5aca7e406e8b00870ea919501e,Z9ES060A10SMPS1,Standard ECM 96% AFUE 60000 BTU 1000 CFM Gas Furnace,Z9ES060A10SMPS1,$1741.86,$1741.86,true,Each,false
Equipment,Coleman,"",pbmat_6ee23e05eec64764bf4e458f3d1e6c6b,HMH72B341S,"Condensing Unit Heat Pump, 3 Ton, 17 SEER, R-410A",HMH72B341S,$1946.74,$1946.74,true,Each,false
Equipment,Coleman,"",pbmat_a081fb7f0a734b469a80f2191d1cd5ef,TM9Y060B12MP11,ECM FURNACE X-13 2ST . 1200CFM 96% EFFICIENCY MOTOR 60000 BTU,TM9Y060B12MP11,$1995.06,$1995.06,true,Each,false
Equipment,Coleman,"",pbmat_2e5b4ec31d87483eaa626de467a69fcb,TM9V080B12MP12C,"ECM FURNACE 2ST. 1600CFM 96% MP COMM. MOTOR 80000 BTU, TM9V080C16MP12C",TM9V080B12MP12C,$2741.49,$2741.49,true,Each,false
Equipment,Coleman,"",pbmat_6fc8f983a55f46d08093692bc6abe41c,HMH7AK002,INSTALL KIT HMH7 (ECM) 17S MODEL SERIES - HMH7 Adapter Kit,HMH7AK002,$143.11,$143.11,true,Each,false
Equipment,Coleman,"",pbmat_bd105124d8c144aa81910c48b9098eff,TM9V080C16MP12,"ECM FURNACE 2ST. 1600CFM 96% MP COMM. MOTOR 80,000 BTU",TM9V080C16MP12,$2741.49,$2741.49,true,Each,false
Equipment,Coleman,"",pbmat_23d6d466dad743a6ae6fb2c3ac31190b,CM38CE2A1,MULTI POS COIL WITH EEV,CM38CE2A1,$1601.32,$1601.32,true,Each,false
Equipment,Coleman,"",pbmat_ad133701d97f4eacaedb7fbc47972502,HC20B4821,"Modulating Heat Pump, 4 Ton, 20 SEER, R-410A",HC20B4821,$7050.66,$7050.66,true,Each,false
Equipment,Coleman,"",pbmat_6347c98d7fb541538deba70fb2c51d30,CM50CE3A1,MULTIPOSITION COIL WITH EEV,CM50CE3A1,$2193.85,$2193.85,true,Each,false
Equipment,Coleman,"",pbmat_92be5ef89da149ecbd5dc43ba35c27eb,THXU430W,Thermostat - Hx3 Touch Screen Thermostat,THXU430W,$773.79,$773.79,true,Each,false
Install,Flue,"",pbmat_7ae93fcb71f74f9a952d5272f98580a5,196984,"IPEX PVC FGV Termination Side Vent Wall Kit, 2""",196984,$55.53,$55.53,true,Each,false
Install,Gas ,"",pbmat_49fdc89755c84a67b9ddcf70cbf14be2,BV2103HCGA,"PROP. BALL VALVE 1"" FPTCGA",BV2103HCGA,$16.41,$16.41,true,Each,false
Install,Gas ,"",pbmat_89a2eede88d9475ba1008b64754c343b,1WFBC,"Gas pipe ground bond clamp - BONDING CLAMP 3/8 - 1"" WARD FLEXIBLE",1WFBC,$9.64,$9.64,true,Each,false
Install,Gas ,"",pbmat_e7e1d4c6e81d4504becfdc3575ce50d9,9560783,"BBQ quick connect - Fairview Gas-Flo NGO-3 Outlet Box 3/8"" F/BBQ W/SS Cover",9560783,$84.92,$84.92,true,Each,false
Repair,"","",pbmat_5dc365517e8048ca9bbe56d2f9385eb5,11U065NA1,METAL DISCONNECT SWITCH 60A 240V 1PH FUSELESS,11U065NA1,$53.36,$53.36,true,Each,false
Repair,"","",pbmat_3b5fd13fd50f453fb5436ffa1604073e,11U065NA1,METAL DISCONNECT SWITCH 60A 240V 1PH FUSELESS,11U065NA1,$52.43,$52.43,true,Each,false
Equipment,Rheem,"",pbmat_21020582d82948f3ab1bb738ab4759bf,PROG40S-38N CN62,Heat pump water heater - Rheem Heat Pump Water Heater (42G 15A),PROG40S-38N CN62,$2696.42,$2696.42,true,Each,false
Install,Gas ,"",pbmat_1b83ee6561ce43cf95d4793c7bc9c1f2,5521240,"Ecco MFG E/V 301044 Liner Kit 4"" x 25' F/Chimney",5521240,$149.18,$149.18,true,Each,false
Equipment,Rheem,"",pbmat_32287012f414458687a54aa1761d665f,PROPG50-50UCNHEEC3-42G,Maximum Heat Pump Water heater,PROPG50-50UCNHEEC3-42G,$0.00,$0.00,true,Each,false
Equipment,Rheem,"",pbmat_6619b9cbfc1a43788e9d6b2c6df7d565,CPROPH65 T2 RH400-SO,Heat pump water heater - CPROPH65 T2 RH400-SO - Rheem Heat Pump Water Heater 54G LEAKGUARD,CPROPH65 T2 RH400-SO,$3551.70,$3551.70,true,Each,false
Equipment,Coleman,"",pbmat_d0156eb06ab846dcae76eed97aef19c4,HMH72B241S,"Central Air Heat Pump, 2 Ton, 17 SEER, R-410A",HMH72B241S,$1914.54,$1914.54,true,Each,false
Equipment,Coleman,"",pbmat_397b9aeb6d7348eba1d7f44b5e81cca7,Z9ES040A10SMPS1,2 STAGE ECM 96% AFUE 40000 BTU 1000 CFM,Z9ES040A10SMPS1,$1842.40,$1842.40,true,Each,false
Install,Controls,Thermostats,pbmat_e32eba0cf35a48719f5fd801ef45fba0,C7089U1006,Honeywell wired outdoor temperature sensor,C7089U1006,$58.85,$58.85,true,Each,false
Install,Mounting,"",pbmat_ee6003f22b35451789999c34453e21bf,UC24483,Equipment pad - ULTRALITE PAD 24 X 48 X 3,UC24483,$109.65,$109.65,true,Each,false
Install,Drainage,Pipe and fittings,pbmat_b6e928c6683a4e2ebb1633f93e620fc3,5447007,Drain cap - PVC 3/4 CAP,5447007,$0.57,$0.57,true,Each,false
Install,Drainage,Pipe and fittings,pbmat_9db3c8b8b2eb4af4a5cb0e826cdd97d7,DTK113B,"PVC Drain U-Trap Kit With Brush, 3/4"" Female x 3/4"" Female",DTK113B,$31.14,$31.14,true,Each,false
Equipment,Fujitsu,"",pbmat_b31937ee90d046c6bdf0c7fb4f6ad400,AOUH12LMBH1,"Infinite Comfort Series Outdoor 12,000 btu

Brand: Fujitsu
Outdoor model number: AOUH12LMBH1
Indoor model number(s): ASUH12LMAS
Heat Pump AHRI number: 210191037
Tonnage: 1
HSPF2: 11.00
SEER2: 23.00",AOUH12LMBH1,$1256.64,$1256.64,true,Each,false
Equipment,Fujitsu,"",pbmat_889e2a8be8fb4eb38516e07b0c2641ae,AOUH12LPAS1,"Infinite Comfort Series Outdoor 2 Ton

Brand: Fujitsu
Outdoor model number: AOUH12LPAS1
Indoor model number(s): ASUH12LPAS
Heat Pump AHRI number: 206909901
Tonnage: 1
HSPF2: 10.50
SEER2: 20.00",AOUH12LPAS1,$743.52,$743.52,true,Each,false
Equipment,Fujitsu,"",pbmat_0271a08d9cda4647a112022b8b9aaca8,AOUG12LZAH1,"Infinite Comfort Series Outdoor 12,000 btu

Brand: Fujitsu
Outdoor model number: AOUG12LZAH1
Indoor model number(s): ASUG12LZBS
Heat Pump AHRI number: 206597211
Tonnage: 1
HSPF2: 12.70
SEER2: 29.40",AOUG12LZAH1,$1592.64,$1592.64,true,Each,false
Install,Controls,Thermostats,pbmat_68e2a5eb189b4f518e082a48f624b3c8,TH6320U2008,Thermostat - T6 Pro Programmable Thermostat 3H/2C,TH6320U2008,$190.20,$190.20,true,Each,false
Equipment,Coleman,"",pbmat_6fb5bb90c87f43c5b963e3ec1b95d618,TM9V040A10MP12C,"40,000 BTU 96% Two-Stage Furnace, Variable Speed ECM Motor",TM9V040A10MP12C,$2145.08,$2145.08,true,Each,false
Equipment,Coleman,"",pbmat_984ba5703e854d70b1ea1e0cf1f139dd,TM9V060B12MP12C,"60,000 BTU 96% Two-Stage Furnace, Variable Speed ECM Motor",TM9V060B12MP12C,$2215.62,$2215.62,true,Each,false
Equipment,Coleman,"",pbmat_1cd5a70257094598bd6941e77f099133,CTF30A5ADS1,Upflow/downflow coil with RDS sensor for R-454B,CTF30A5ADS1,$1006.48,$1006.48,true,Each,false
Equipment,Coleman,"",pbmat_06dbca2ceea24d5aab23f8c0f1b0103f,CTF36B5CDS1,Upflow/downflow coil with RDS sensor for R-454B,CTF36B5CDS1,$1020.69,$1020.69,true,Each,false
Equipment,Coleman,"",pbmat_5825fa85c97844a8977955f3e628b951,HH824E2S11,"HH8 Side-Discharge Heat Pump 24,000 BTU",HH824E2S11,$2034.63,$2034.63,true,Each,false
Equipment,Coleman,"",pbmat_a1b4c66dd1334ad5bb13faafe0aed120,HH836E2S11,"HH8 Side-Discharge Heat Pump 36,000 BTU",HH836E2S11,$2557.74,$2557.74,true,Each,false
Equipment,Rinnai,"",pbmat_d462bbe836cc41ca8f9923a8979e2d5f,RX199IN,Rinnai Sensei RX199IN Condensing Tankless Water Heater,RX199IN,$2195.20,$2195.20,true,Each,false
Equipment,Panasonic,"",pbmat_22be75d326f041c4a3989b593b283e25,FV-VS15VK1,"It allows you to select the proper CFM settings to satisfy ASHRAE 62.2 continuous ventilation requirements. The fan runs continuously at a pre-set lower level (0, 30-100 CFM, in 10 CFM increments), then elevates to a maximum level of operation (50-80-110 CFM) when the wall switch is turned on or when the motion sensor or Condensation Sensor module is activated. A High/Low delay timer returns the fan to the pre-set CFM level after a period set by the user. Multi-Speed with Time Delay",FV-VS15VK1,$61.29,$61.29,true,Each,false
Equipment,Panasonic,"",pbmat_4c69b35fdc6044a4a8132fd398b6bc94,FV-CMVK3,"It turns the base fan on or boosts to a higher speed when condensation or motion is detected. Thanks to advanced automation, the installer or user can choose the desired operation. Only one slot is required.",FV-CMVK3,$107.00,$107.00,true,Each,false
Equipment,Panasonic,"",pbmat_9834464e798741e9b78367f3e0b70005,FV-0511VKS3,"Customizable ceiling mount ventilating fan, low sone and rated for continuous operation.WhisperGreen Select ventilation fan",FV-0511VKS3,$319.49,$319.49,true,Each,false
Maintenance,"","",pbmat_5b7fcbe977e54f50a7167052805e9e8b,437188,Tri-Power HD Coil Cleaner - 1 Gallon,437188,$34.45,$34.45,true,Each,false
Install,Refrigerant piping,Copper tubing,pbmat_b2eea4951085426c88e1bebc3cd24d7f,EZB58164,"Refrigerant tubing 5/8"" EZB black coated lineset",EZB58164,$1037.93,$1037.93,true,Each,false
Install,Refrigerant piping,Pipe insulation,pbmat_1471c2762949458c8f41142e0b784d7c,A5834,"PIPE INSULATION 5/8"" X 3/4"" X 6'",A5834,$1.89,$1.89,true,Each,false
Install,Refrigerant piping,Pipe insulation,pbmat_401961e1b77247d2b2d717c0cc57161c,A3834,"PIPE INSULATION 3/8"" X 3/4"" X 6'",A3834,$1.58,$1.58,true,Each,false
Install,Flue,"",pbmat_2049b220edb340ca8132ba71b89388e3,196242I,"Ipex PVC S636 Short Elbow, 45°, 2""",196242I,$5.71,$5.71,true,Each,false
Install,Flue,"",pbmat_4ba8912e5899448b9f866507e63a7e40,196122,"Ipex 196122 PVC S636 Female Elbow, 90°, 2""",196122,$6.87,$6.87,true,Each,false
Install,Cylinders,"",pbmat_6ae71d3597e6488395695cb7d7fd10ad,R454B91REF,R-454B Refrigerant for air conditioning and heat pump systems,R454B91REF,$30.81,$30.81,true,per pound,false
Maintenance,"","",pbmat_bcfa38cde66c47de8e7e8e7674249f81,GF4541,"GeneralAire Media Replacement Filter, MERV 11, 16"" x 25"" x 5"" (Replaces M1-1056)",GF4541,$33.71,$33.71,true,Each,false
Install,Ductwork,Round fittings,pbmat_57a38ad796f04543b19cec2d2988cec9,6661971,"Elbow 7"" Steel 26GA 90° Adjustable CROE F/Duct Galvanized",6661971,$10.69,$10.69,true,Each,false
Install,Ductwork,Round fittings,pbmat_293c8f4384684117bc19d04976960162,6713063,"Take-Off 7"" Square-Round Side Galvanized",6713063,$9.91,$9.91,true,Each,false
Install,Ductwork,Round fittings,pbmat_b8f640f5a9344ad78f85ea2a4dbbadc8,6660321,"Boot 4"" x 12"" x 7"" Angle Round-Rectangular 90° Galvanized",6660321,$22.02,$22.02,true,Each,false
Install,Ductwork,Round fittings,pbmat_52311c6a60a64fc5931bd15db7fede87,6710110,"Boot 4"" x 10"" x 4"" Round-Rectangular 90° End Galvanized",6710110,$10.40,$10.40,true,Each,false
Install,Ductwork,Round fittings,pbmat_1f2c91c20f55419d8907204b8264847f,6713016,"Boot 4"" x 10"" x 4"" Angle Round-Rectangular 90° Galvanized",6713016,$7.90,$7.90,true,Each,false
Install,Ductwork,Round fittings,pbmat_0d85969e06094dfda3b912daafc9be0b,6710114,"Boot 4"" x 10"" x 5"" Round-Rectangular 90° End Galvanized",6710114,$5.38,$5.38,true,Each,false
Install,Ductwork,Round fittings,pbmat_2d992e7b2dff4f928e857dc5f8c5611c,6713041,"Boot 4"" x 10"" x 6"" Round-Rectangular 90° End Galvanized",6713041,$5.64,$5.64,true,Each,false
Install,Ductwork,Round fittings,pbmat_caa2adadd12e41da99835223d2a4e488,6713046,"Boot 4"" x 10"" x 4"" Universal Round-Rectangular Straight Galvanized",6713046,$11.47,$11.47,true,Each,false
Install,Ductwork,Round fittings,pbmat_d9a2d8eb8c634f028e78c1d36e4c70dd,6713056,"Boot 4"" x 10"" x 6"" Universal Round-Rectangular Straight Galvanized",6713056,$5.64,$5.64,true,Each,false
Install,Ductwork,Round fittings,pbmat_580fdce8d4424ca9b4d73486ff0546ae,6710131,"Boot 4"" x 10"" x 5"" Angle Round-Rectangular 90° Galvanized",6710131,$5.38,$5.38,true,Each,false
Install,Ductwork,Round fittings,pbmat_a18fbdebcb8b4cc78bd02a84d6d56ba9,6713026,"Boot 4"" x 10"" x 6"" Angle Round-Rectangular 90° Galvanized",6713026,$5.64,$5.64,true,Each,false
Install,Ductwork,Round fittings,pbmat_e4646e59b9ae4cc29baa7330d3ae584a,6711387,"Boot 3"" x 10"" x 4"" Round-Rectangular 90° End Galvanized",6711387,$4.58,$4.58,true,Each,false
Install,Ductwork,Round fittings,pbmat_f2c898101ef54bbc9578e7daaaa7d780,6710122,"Take-Off 4"" Square-Round Top Galvanized",6710122,$3.84,$3.84,true,Each,false
Install,Ductwork,Round fittings,pbmat_08a97174a0de45f2b0d9274dbfd58c16,6713003,"Take-Off 5"" Square-Round Top Galvanized",6713003,$3.84,$3.84,true,Each,false
Install,Ductwork,Round fittings,pbmat_5fe809c5c04643999cd1d6329a2a0515,6713004,"Take-Off 6"" Square-Round Top Galvanized",6713004,$4.53,$4.53,true,Each,false
Install,Ductwork,Round fittings,pbmat_4410b40eba674d8a9d3775e7bcf13c45,6713005,"Take-Off 7"" Square-Round Top Galvanized",6713005,$13.11,$13.11,true,Each,false
Install,Ductwork,Round fittings,pbmat_aedfabc7b0a042159b2dba7480ff4f2b,6713006,"Take-Off 8"" Square-Round Top Galvanized",6713006,$10.96,$10.96,true,Each,false
Install,Ductwork,Round fittings,pbmat_f223cb9e8ac143e08a969a4d2e0fa149,6713008,"Take-Off 10"" Square-Round Top Galvanized",6713008,$28.38,$28.38,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_ce0a33a69a704c299ff664a4a9ff19cd,6710415,"Cap 8"" x 8"" Metal End F/Duct",6710415,$6.71,$6.71,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_a6dc8c275459414bbf9378b668b1a6b7,6719369,"Cap 10"" x 10"" Steel End F/Duct",6719369,$8.96,$8.96,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_911c695c007b404eb7cf59dbb67d90d1,6660310,"Cap 12"" x 10"" Steel End F/Duct",6660310,$9.72,$9.72,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_94cf9c5c72c84cf7b07e14fb9c4755c9,6660096,"Cap 16"" x 10"" Steel End F/Duct",6660096,$11.29,$11.29,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_3f9412d241c4432685b706eb69970189,6660243,"Cap 14"" x 10"" Steel End F/Duct",6660243,$10.11,$10.11,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_96ff68a449d24cc293365e71cfb59e59,6714032,"Cap 24"" x 10"" Steel End F/Duct",6714032,$14.46,$14.46,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_5abd9200b62c41d299f23279f5245fba,6668461,"Cap 20"" x 10"" Steel End F/Duct",6668461,$13.02,$13.02,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_80d57737548944e7acb8f2af0e692d61,6718023,"Cap 18"" x 10"" Steel End F/Duct",6718023,$12.02,$12.02,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_d5e1ff64677a4f50a7eecb6cabc21fa4,6710416,"Cap 10"" x 8"" Metal End F/Duct",6710416,$7.18,$7.18,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_fa8fced459b04c55ac111580e1a9d9b2,6710419,"Cap 16"" x 8"" Metal End F/Duct Galvanized",6710419,$8.85,$8.85,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_12d091942ee246f8abbe92652c2c1be3,6710797,"Cap 14"" x 8"" Metal End F/Duct Galvanized",6710797,$7.46,$7.46,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_fd33a172c99441a7ac97dccd316ad5df,6719683,"Cap 24"" x 8"" Metal End F/Duct Galvanized",6719683,$12.66,$12.66,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_ed918471539f42488e7e41b07835a718,6710420,"Cap 18"" x 8"" Metal End F/Duct Galvanized",6710420,$10.84,$10.84,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_4d5d1e4928a84c54838675c912e0f018,6710421,"Cap 20"" x 8"" Metal End F/Duct Galvanized",6710421,$10.44,$10.44,true,Each,false
Install,Ductwork,Rectangle duct,pbmat_73a39c4002a044e0a2856315fc8f421e,6719370,"Cap 12"" x 8"" Metal End F/Duct Galvanized",6719370,$6.63,$6.63,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_f8980c1611224e13a31706f90dd575e7,6662145,"Take-Off 16"" x 8"" 4"" Rise F/Plenum",6662145,$40.67,$40.67,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_140ff0775ee9462aa76654b97093bad0,6662285,"Take-Off 20"" x 8"" 4"" Rise F/Plenum",6662285,$49.81,$49.81,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_efafc4bf93a3457c8d2946f2c6501157,6664962,"Take-Off 10"" x 8"" 4"" Rise F/Plenum",6664962,$35.22,$35.22,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_274a12e9d1f3473e8e8bfd7a3adb6546,6661645,"Take-Off 12"" x 8"" 2"" Rise F/Plenum",6661645,$36.52,$36.52,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_fdc52e0ed36d40439d9e3a3d8dbfde65,6662161,"Take-Off 18"" x 8"" 4"" Rise F/Plenum",6662161,$43.47,$43.47,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_950fa9a1c9454bf1b9cef934d47f6572,6662943,"Take-Off 14"" x 8"" 4"" Rise F/Plenum",6662943,$39.93,$39.93,true,Each,false
Install,Ductwork,Rectangle fittings,pbmat_835c556d587b4ede85ee7980e54781cb,6710174,"Reducer 14"" x 8-12"" x 8"" Steel F/Duct Galvanized",6710174,$28.74,$28.74,true,Each,false
